day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
1,2018,12,03,2018-12-03,51.0,49.0,1001.7,2.7,11.3,15.9,21.0,54.0,42.1,0.66,999.9,1,697
5,2019,11,15,2019-11-15,49.3,42.0,1022.5,9.8,11.0,15.9,20.0,54.0,45.0,0.0,999.9,0,621
7,2013,10,13,2013-10-13,55.1,45.6,1027.8,10.0,11.4,15.9,22.9,64.0,48.0,0.0,999.9,0,502
4,2017,11,02,2017-11-02,58.9,56.1,1026.9,10.0,10.4,15.9,999.9,64.0,55.0,0.0,999.9,0,746
4,2019,09,19,2019-09-19,57.3,45.7,1025.5,10.0,11.4,15.9,22.0,64.0,50.0,0.02,999.9,0,605
2,2012,10,16,2012-10-16,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64.0,50.0,0.12,999.9,0,602
5,2020,05,22,2020-05-22,57.0,52.1,1022.0,10.0,12.0,15.9,999.9,64.0,51.1,0.0,999.9,0,264
4,2015,05,28,2015-05-28,62.4,57.6,1023.0,9.2,11.7,15.9,22.0,68.0,59.0,0.0,999.9,0,682
4,2018,05,24,2018-05-24,56.3,49.7,1017.5,9.6,9.6,15.9,999.9,68.0,50.0,0.11,999.9,0,770
4,2012,09,20,2012-09-20,61.0,48.3,1021.5,10.0,4.6,15.9,22.9,68.0,55.0,0.04,999.9,0,522
1,2018,08,20,2018-08-20,66.7,66.0,1018.3,4.7,11.6,15.9,22.0,72.0,66.0,0.04,999.9,0,562
5,2019,09,27,2019-09-27,63.5,56.6,1017.6,8.8,7.7,15.9,21.0,72.0,55.0,0.27,999.9,0,703
1,2016,05,23,2016-05-23,59.4,50.3,1011.9,10.0,9.6,15.9,999.9,72.0,52.0,0.03,999.9,0,652
2,2014,09,23,2014-09-23,59.0,42.3,1022.8,10.0,9.3,15.9,22.9,72.0,53.1,0.01,999.9,0,592
2,2016,05,24,2016-05-24,54.6,52.0,1011.7,4.4,10.7,15.9,18.1,72.0,51.1,0.0,999.9,1,695
5,2016,04,22,2016-04-22,55.4,48.4,1013.8,8.7,10.2,15.9,999.9,72.0,44.1,0.0,999.9,1,741
3,2013,05,08,2013-05-08,59.4,54.7,1021.5,7.5,10.5,15.9,22.0,72.0,53.1,0.01,999.9,1,620
2,2018,08,28,2018-08-28,73.0,71.2,1016.6,3.5,9.0,15.9,20.0,84.0,66.9,0.0,999.9,1,715
7,2018,09,09,2018-09-09,62.6,50.8,1022.8,10.0,10.0,15.9,22.9,73.0,59.0,0.01,999.9,0,556
3,2016,06,01,2016-06-01,64.0,56.4,1018.2,7.6,9.1,15.9,22.0,73.0,57.0,0.05,999.9,1,772
1,2019,09,23,2019-09-23,68.5,65.6,1013.3,8.1,12.0,15.9,19.0,73.0,57.0,0.0,999.9,0,639
2,2020,09,01,2020-09-01,65.7,57.5,1022.2,10.0,9.9,15.9,21.0,73.0,60.1,0.0,999.9,0,337
7,2014,08,24,2014-08-24,63.9,56.8,1019.4,10.0,9.0,15.9,22.0,73.0,55.0,0.01,999.9,0,437
7,2020,07,12,2020-07-12,71.8,67.5,1006.4,7.0,11.6,15.9,21.0,77.0,66.9,0.0,999.9,1,292
1,2019,07,01,2019-07-01,66.9,59.9,1010.0,10.0,10.4,15.9,22.0,77.0,62.1,0.21,999.9,0,693
6,2012,09,08,2012-09-08,75.3,69.6,1007.5,8.8,5.8,15.9,28.9,81.0,69.1,0.0,999.9,1,598
3,2013,06,26,2013-06-26,69.5,64.6,1008.6,6.1,9.9,15.9,26.0,81.0,64.0,0.0,999.9,1,621
6,2015,02,21,2015-02-21,21.9,10.6,1031.6,10.0,8.5,15.9,999.9,37.0,3.9,0.0,999.9,0,517
1,2013,03,18,2013-03-18,32.1,15.5,1027.6,10.0,9.0,15.9,20.0,37.0,26.1,0.0,999.9,0,623
5,2015,01,23,2015-01-23,31.6,20.4,1022.8,10.0,10.4,15.9,999.9,39.0,27.0,0.09,999.9,0,598
4,2015,03,05,2015-03-05,32.7,30.2,1014.8,1.6,10.0,15.9,25.1,41.0,24.1,0.31,999.9,1,830
7,2018,03,11,2018-03-11,36.3,24.8,1014.2,10.0,11.4,15.9,22.0,43.0,30.9,0.0,999.9,0,465
4,2013,02,14,2013-02-14,36.6,29.3,1010.5,8.4,8.9,15.9,21.0,43.0,28.0,0.11,999.9,0,631
5,2013,12,27,2013-12-27,33.1,22.7,1023.9,10.0,10.0,15.9,22.0,43.0,23.0,0.22,999.9,0,476
2,2019,03,19,2019-03-19,35.2,22.6,1027.5,10.0,8.2,15.9,21.0,43.0,25.0,0.0,999.9,0,565
4,2012,11,29,2012-11-29,37.5,21.9,1025.9,9.7,5.8,15.9,22.9,43.0,32.0,0.01,999.9,0,515
2,2016,02,23,2016-02-23,36.5,26.3,1028.2,10.0,9.9,15.9,22.9,45.0,28.9,0.04,999.9,0,623
5,2019,02,08,2019-02-08,40.6,39.4,1012.4,3.0,9.8,15.9,22.9,45.0,36.0,0.02,999.9,1,661
6,2014,03,15,2014-03-15,41.3,34.3,1011.5,8.8,12.0,15.9,18.1,45.0,36.0,0.0,999.9,0,519
5,2017,03,31,2017-03-31,37.6,30.7,1020.9,9.2,6.2,15.9,21.0,45.0,30.9,0.0,999.9,0,753
4,2020,05,07,2020-05-07,46.3,40.4,1005.9,9.8,11.7,15.9,20.0,55.0,37.0,0.19,999.9,0,175
2,2017,04,11,2017-04-11,49.8,44.0,1021.8,8.8,12.1,15.9,999.9,55.0,41.0,0.0,999.9,0,519
1,2017,04,10,2017-04-10,46.9,39.6,1023.2,10.0,10.2,15.9,999.9,55.0,39.9,0.0,999.9,0,634
4,2013,10,24,2013-10-24,48.4,34.5,1007.5,9.9,10.8,15.9,27.0,57.0,43.0,0.36,999.9,0,632
3,2014,12,10,2014-12-10,47.9,44.8,999.6,8.4,8.6,15.9,999.9,57.0,44.1,2.11,999.9,0,649
3,2020,05,20,2020-05-20,49.9,36.8,1030.4,10.0,10.8,15.9,22.9,57.0,43.0,0.0,999.9,0,192
5,2014,04,25,2014-04-25,49.0,32.3,1013.4,10.0,10.5,15.9,22.9,57.0,43.0,0.0,999.9,0,617
4,2015,04,30,2015-04-30,48.1,38.3,1009.8,10.0,7.8,15.9,19.0,57.0,39.0,0.0,999.9,0,640
4,2017,04,13,2017-04-13,49.8,38.5,1024.2,9.5,8.2,15.9,20.0,57.0,42.1,0.0,999.9,0,590
4,2014,04,10,2014-04-10,41.6,28.9,1019.5,9.9,8.8,15.9,999.9,57.0,28.0,0.0,999.9,0,645
3,2015,04,22,2015-04-22,49.8,39.7,1007.9,10.0,8.6,15.9,22.0,57.0,37.9,0.05,999.9,0,568
4,2017,05,04,2017-05-04,51.5,34.8,1023.0,10.0,10.6,15.9,25.1,59.0,45.0,0.0,999.9,0,701
4,2018,05,10,2018-05-10,51.0,50.2,1015.1,6.2,12.2,15.9,20.0,59.0,48.0,0.01,999.9,1,663
1,2015,06,15,2015-06-15,57.8,51.4,1019.2,8.0,9.9,15.9,999.9,59.0,55.0,0.0,999.9,0,506
4,2019,05,09,2019-05-09,47.7,34.1,1027.4,10.0,7.6,15.9,20.0,59.0,39.0,0.0,999.9,0,593
5,2018,05,04,2018-05-04,53.3,51.3,1013.4,7.8,12.2,15.9,22.0,59.0,50.0,0.02,999.9,0,723
2,2015,11,10,2015-11-10,55.8,50.8,1023.4,9.3,7.9,15.9,22.9,61.0,43.0,0.0,999.9,0,757
7,2020,05,03,2020-05-03,51.3,45.8,1009.7,9.3,10.3,15.9,999.9,61.0,46.9,0.04,999.9,0,167
5,2015,05,22,2015-05-22,53.8,48.0,1011.7,9.1,9.2,15.9,999.9,61.0,48.0,0.69,999.9,0,727
1,2014,05,19,2014-05-19,56.9,41.8,1016.9,10.0,9.0,15.9,22.0,63.0,48.9,0.0,999.9,0,572
1,2018,05,07,2018-05-07,53.0,49.7,1015.9,8.7,11.3,15.9,22.0,63.0,46.0,0.48,999.9,0,695
3,2016,11,02,2016-11-02,55.9,49.9,1024.1,10.0,9.9,15.9,999.9,63.0,34.0,0.0,999.9,0,665
3,2014,10,01,2014-10-01,62.4,60.6,1014.5,7.1,13.2,15.9,20.0,63.0,60.8,0.24,999.9,0,559
5,2015,10,16,2015-10-16,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66.0,52.0,0.0,999.9,0,676
3,2020,10,14,2020-10-14,60.7,50.6,1012.4,10.0,12.1,15.9,21.0,66.0,53.6,0.06,999.9,0,333
3,2019,06,05,2019-06-05,59.8,55.0,1014.3,9.6,12.3,15.9,21.0,66.0,51.1,0.0,999.9,0,655
4,2015,10,08,2015-10-08,59.8,51.9,1018.1,10.0,8.2,15.9,20.0,66.0,51.1,0.0,999.9,0,666
3,2018,06,13,2018-06-13,59.4,57.0,1016.0,7.9,11.5,15.9,21.0,66.0,46.9,0.0,999.9,1,706
4,2018,05,03,2018-05-03,54.0,48.6,1015.3,9.5,13.2,15.9,999.9,66.0,48.9,0.0,999.9,0,790
5,2014,10,10,2014-10-10,59.0,44.0,1017.8,10.0,8.9,15.9,17.1,66.0,48.9,0.0,999.9,0,541
4,2014,10,30,2014-10-30,56.1,45.0,1012.9,9.4,8.9,15.9,22.9,66.0,51.1,0.0,999.9,0,626
1,2017,04,17,2017-04-17,56.4,48.3,1010.6,8.7,12.0,15.9,21.0,70.0,48.9,0.0,999.9,0,488
5,2018,09,28,2018-09-28,60.5,58.5,1017.8,6.3,8.5,15.9,19.0,70.0,55.9,0.1,999.9,0,712
1,2014,07,21,2014-07-21,65.9,63.3,1020.4,6.0,12.8,15.9,21.0,70.0,62.6,0.4,999.9,0,557
2,2019,09,17,2019-09-17,61.5,53.0,1018.2,10.0,9.2,15.9,20.0,70.0,54.0,0.0,999.9,0,635
1,2018,06,18,2018-06-18,62.9,60.4,1017.2,9.1,9.6,15.9,19.0,82.0,57.9,0.0,999.9,1,808
2,2016,07,26,2016-07-26,75.3,69.3,1009.6,9.0,12.1,15.9,22.9,82.0,68.0,0.0,999.9,0,688
7,2017,07,23,2017-07-23,68.4,63.5,1009.3,8.7,6.0,15.9,999.9,82.0,64.0,0.0,999.9,0,554
4,2012,08,30,2012-08-30,72.0,49.4,1017.6,10.0,2.5,15.9,20.0,82.0,57.2,0.0,999.9,0,618
3,2015,07,22,2015-07-22,73.7,65.0,1003.6,7.8,9.2,15.9,21.0,82.0,68.0,0.0,999.9,1,618
2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9.0,6.0,15.9,22.9,86.0,69.8,0.75,999.9,0,587
5,2017,06,23,2017-06-23,64.9,63.4,1010.9,6.3,9.7,15.9,22.9,75.0,55.9,0.0,999.9,1,793
4,2017,08,31,2017-08-31,66.2,60.6,1011.0,9.6,9.7,15.9,22.9,75.0,54.0,0.11,999.9,0,618
2,2014,05,27,2014-05-27,61.1,52.9,1011.0,9.5,10.0,15.9,20.0,75.0,52.0,0.02,999.9,0,645
1,2014,09,08,2014-09-08,63.6,55.3,1025.3,10.0,7.8,15.9,21.0,75.0,55.9,0.01,999.9,0,598
5,2015,07,10,2015-07-10,65.2,60.1,1011.8,8.7,7.9,15.9,20.0,75.0,60.1,0.0,999.9,0,709
4,2013,09,12,2013-09-12,70.2,67.6,1013.7,5.3,11.4,15.9,20.0,75.0,66.9,0.0,999.9,0,695
3,2014,07,16,2014-07-16,70.4,68.5,1010.6,6.0,13.7,15.9,22.9,75.0,68.0,0.0,999.9,0,551
5,2017,09,01,2017-09-01,62.7,50.0,1015.1,10.0,10.6,15.9,22.0,75.0,55.0,0.0,999.9,0,681
4,2016,08,11,2016-08-11,73.6,71.8,1018.5,4.7,11.1,15.9,999.9,79.0,66.9,0.05,999.9,1,672
1,2015,09,07,2015-09-07,73.0,66.9,1019.0,10.0,11.9,15.9,22.0,79.0,64.0,0.0,999.9,0,485
3,2017,08,16,2017-08-16,71.1,65.9,1013.0,6.8,6.5,15.9,999.9,79.0,64.9,0.23,999.9,1,600
6,2018,08,04,2018-08-04,71.8,71.2,1020.6,4.4,9.4,15.9,999.9,79.0,69.1,0.01,999.9,1,605
6,2013,07,06,2013-07-06,73.0,69.2,1018.5,8.1,13.1,15.9,22.9,79.0,68.0,0.01,999.9,0,516
2,2015,07,14,2015-07-14,67.4,63.0,1008.6,9.8,9.2,15.9,20.0,79.0,62.1,0.0,999.9,0,657
1,2019,06,24,2019-06-24,68.5,57.6,1010.0,10.0,9.0,15.9,26.0,79.0,57.0,0.0,999.9,0,731
2,2012,09,04,2012-09-04,72.6,68.4,1016.8,8.8,4.7,15.9,999.9,79.0,60.8,0.02,999.9,0,606
2,2018,02,27,2018-02-27,40.3,29.3,1024.2,10.0,8.9,15.9,999.9,46.9,28.0,0.0,999.9,0,631
4,2015,04,02,2015-04-02,37.1,27.6,1022.3,9.9,7.0,15.9,999.9,46.9,24.1,0.0,999.9,0,653
1,2017,03,27,2017-03-27,42.0,38.3,1023.6,6.4,12.3,15.9,21.0,46.9,28.0,0.03,999.9,1,629
3,2014,01,15,2014-01-15,41.1,38.4,1013.3,6.5,6.0,15.9,24.1,48.9,32.0,0.62,999.9,0,583
4,2014,04,03,2014-04-03,40.9,30.9,1018.5,10.0,8.4,15.9,20.0,48.9,33.1,0.0,999.9,0,592
7,2013,04,21,2013-04-21,45.1,28.5,1029.4,10.0,11.7,15.9,22.0,48.9,39.0,0.24,999.9,0,471
2,2017,11,28,2017-11-28,37.9,27.4,1028.0,10.0,10.0,15.9,22.0,48.9,28.0,0.0,999.9,0,649
6,2016,02,20,2016-02-20,42.8,36.4,1018.4,8.8,12.5,15.9,21.0,48.9,32.0,0.03,999.9,0,555
3,2013,11,13,2013-11-13,33.5,20.7,1022.1,10.0,12.6,15.9,25.1,37.4,30.0,0.06,999.9,0,593
6,2012,12,08,2012-12-08,47.3,46.0,1013.7,3.7,3.5,15.9,22.0,55.4,42.8,0.32,999.9,1,580
6,2019,01,26,2019-01-26,30.5,15.4,1022.6,10.0,7.9,15.9,21.0,37.9,21.0,0.0,999.9,0,533
3,2018,12,12,2018-12-12,32.3,22.3,1015.0,8.9,9.3,15.9,21.0,39.9,23.0,0.01,999.9,0,631
3,2018,12,26,2018-12-26,31.8,12.5,1027.5,10.0,11.1,15.9,21.0,39.9,27.0,0.0,999.9,0,514
1,2012,10,08,2012-10-08,49.9,42.9,1022.9,9.0,3.5,15.9,23.9,55.9,44.1,0.2,999.9,0,376
1,2016,05,02,2016-05-02,51.3,48.0,1015.7,4.9,10.6,15.9,999.9,55.9,37.0,0.22,999.9,1,589
5,2019,05,03,2019-05-03,47.3,44.1,1022.8,7.8,9.2,15.9,999.9,55.9,44.1,0.0,999.9,1,651
4,2020,11,26,2020-11-26,55.7,53.3,1020.9,7.0,10.2,15.9,999.9,57.9,52.0,0.0,999.9,0,203
5,2014,12,26,2014-12-26,44.8,33.5,1018.9,10.0,10.4,15.9,21.0,57.9,39.0,0.2,999.9,0,446
7,2016,03,13,2016-03-13,50.1,35.2,1015.2,10.0,11.8,15.9,22.9,57.9,30.9,0.0,999.9,0,435
7,2015,04,12,2015-04-12,45.0,31.4,1022.8,10.0,10.1,15.9,22.9,57.9,32.0,0.0,999.9,0,443
6,2017,02,25,2017-02-25,49.8,46.6,1010.5,6.5,10.1,15.9,999.9,57.9,44.1,0.0,999.9,1,573
1,2017,05,01,2017-05-01,49.3,45.3,1019.8,5.0,10.6,15.9,999.9,57.9,44.6,0.0,999.9,1,639
5,2013,07,19,2013-07-19,73.9,71.4,1013.4,2.8,9.6,15.9,22.0,80.1,69.1,0.0,999.9,1,697
5,2019,07,12,2019-07-12,70.8,68.3,1008.1,7.9,10.9,15.9,21.0,80.1,64.0,0.18,999.9,0,747
6,2013,07,20,2013-07-20,74.5,71.7,1008.8,3.3,11.8,15.9,20.0,80.1,71.1,0.0,999.9,0,551
5,2012,09,28,2012-09-28,65.2,61.8,1019.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,999.9,1,703
6,2019,09,14,2019-09-14,60.7,54.2,1028.6,10.0,10.4,15.9,999.9,69.1,52.0,0.0,999.9,0,488
5,2018,05,11,2018-05-11,56.8,48.7,1013.1,8.1,11.3,15.9,24.1,69.1,48.0,0.0,999.9,1,805
7,2016,10,30,2016-10-30,61.1,52.4,1010.9,9.3,11.0,15.9,22.9,69.1,46.9,0.0,999.9,0,557
1,2020,05,04,2020-05-04,56.3,46.2,1002.5,9.1,8.4,15.9,18.1,69.1,46.9,0.0,999.9,0,174
5,2014,06,06,2014-06-06,61.3,54.4,1007.8,9.8,10.0,15.9,21.0,69.1,55.4,2.21,999.9,0,743
1,2015,06,08,2015-06-08,59.6,51.8,1018.6,10.0,10.6,15.9,999.9,69.1,51.1,0.0,999.9,0,634
3,2017,05,17,2017-05-17,57.9,50.2,1014.7,9.8,11.3,15.9,21.0,69.1,48.0,0.0,999.9,0,753
7,2014,12,14,2014-12-14,39.0,30.1,1008.6,10.0,10.9,15.9,999.9,42.8,36.0,0.0,999.9,0,439
2,2014,10,21,2014-10-21,57.7,52.3,1015.5,9.3,10.5,15.9,21.0,60.8,53.1,0.0,999.9,0,607
4,2018,08,02,2018-08-02,73.7,72.5,1019.9,5.4,11.6,15.9,21.0,78.1,64.0,0.0,999.9,0,722
6,2020,08,29,2020-08-29,70.8,68.6,1006.3,5.4,9.8,15.9,24.1,78.1,66.9,0.0,999.9,1,291
1,2016,09,12,2016-09-12,65.1,52.1,1021.9,10.0,7.9,15.9,999.9,78.1,55.9,0.0,999.9,0,648
5,2019,08,09,2019-08-09,73.7,67.3,1006.1,8.9,10.4,15.9,999.9,78.1,69.1,0.0,999.9,0,645
5,2017,05,19,2017-05-19,59.6,54.5,1011.0,6.2,12.2,15.9,22.9,71.1,55.0,0.0,999.9,0,974
7,2017,10,08,2017-10-08,65.8,65.6,1017.4,9.2,12.8,15.9,999.9,71.1,61.0,0.0,999.9,0,521
3,2016,06,22,2016-06-22,65.6,60.2,1009.3,7.2,7.9,15.9,21.0,71.1,55.9,0.09,999.9,0,751
1,2019,10,07,2019-10-07,66.9,61.7,1023.9,10.0,12.9,15.9,999.9,71.1,64.9,0.0,999.9,0,575
4,2017,05,18,2017-05-18,60.1,54.1,1012.7,7.0,13.2,15.9,999.9,71.1,53.1,0.0,999.9,0,911
1,2015,06,29,2015-06-29,64.3,59.4,1010.8,7.4,9.7,15.9,999.9,71.1,57.0,0.11,999.9,1,662
2,2015,05,05,2015-05-05,57.1,48.6,1022.4,9.8,11.0,15.9,21.0,71.1,46.0,0.0,999.9,0,638
4,2018,08,16,2018-08-16,77.2,71.4,1014.9,9.1,10.1,15.9,20.0,87.1,70.0,0.0,999.9,0,647
2,2015,02,17,2015-02-17,21.7,11.8,1014.9,6.5,7.7,15.9,22.0,28.9,17.1,0.0,999.9,0,620
5,2015,02,27,2015-02-27,24.2,12.2,1023.7,10.0,9.3,15.9,999.9,30.9,19.9,0.0,999.9,0,703
1,2013,01,14,2013-01-14,47.2,47.1,1017.5,1.3,8.2,15.9,21.0,51.8,44.6,0.0,999.9,1,542
7,2019,05,19,2019-05-19,52.0,47.3,1020.1,10.0,9.7,15.9,999.9,64.9,45.0,0.0,999.9,0,547
3,2012,10,10,2012-10-10,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,999.9,0,640
7,2019,10,06,2019-10-06,52.0,46.1,1029.5,10.0,7.2,15.9,999.9,64.9,37.0,0.0,999.9,0,435
7,2020,11,22,2020-11-22,50.9,40.7,1030.6,10.0,12.5,15.9,21.0,64.9,48.0,0.0,999.9,0,222
1,2020,07,27,2020-07-27,77.0,69.7,1009.2,7.6,12.3,15.9,20.0,84.9,71.1,0.0,999.9,1,320
1,2013,06,24,2013-06-24,66.8,64.5,1016.0,2.8,12.1,15.9,22.0,73.9,64.0,0.0,999.9,1,680
2,2014,07,29,2014-07-29,68.9,62.8,1007.7,9.6,10.5,15.9,999.9,73.9,64.9,0.12,999.9,0,526
2,2015,08,11,2015-08-11,67.9,64.4,1015.0,7.5,12.0,15.9,25.1,73.9,55.9,0.0,999.9,0,601
1,2014,07,07,2014-07-07,68.6,62.8,1012.8,9.4,13.9,15.9,22.0,73.9,63.0,0.04,999.9,0,614
5,2020,05,29,2020-05-29,61.0,59.8,1019.7,3.6,12.9,15.9,22.9,66.9,57.0,0.14,999.9,1,258
1,2015,05,11,2015-05-11,57.9,55.9,1020.7,0.8,11.1,15.9,21.0,66.9,54.0,0.0,999.9,1,645
6,2019,11,02,2019-11-02,47.0,34.5,1021.6,10.0,7.2,15.9,22.0,66.9,36.0,0.11,999.9,0,506
3,2017,10,18,2017-10-18,56.7,49.0,1024.8,10.0,10.1,15.9,20.0,66.9,41.0,0.0,999.9,0,737
7,2014,06,01,2014-06-01,58.4,43.5,1024.8,10.0,11.0,15.9,22.0,66.9,51.1,0.0,999.9,0,604
6,2018,08,18,2018-08-18,73.9,72.4,1010.8,5.9,9.4,15.9,24.1,82.9,66.0,0.05,999.9,1,579
1,2016,08,29,2016-08-29,72.5,66.3,1019.0,9.8,9.5,15.9,22.0,82.9,57.9,0.0,999.9,0,673
6,2018,07,28,2018-07-28,69.7,69.7,1016.5,1.4,6.7,15.9,999.9,75.9,66.9,0.41,999.9,1,637
6,2013,08,03,2013-08-03,69.3,66.1,1011.8,7.2,10.9,15.9,22.9,75.9,66.0,0.0,999.9,0,492
2,2018,09,11,2018-09-11,68.9,67.5,1021.2,7.4,10.0,15.9,24.1,75.9,61.0,0.18,999.9,1,544
2,2018,09,18,2018-09-18,71.0,69.2,1012.1,8.1,8.7,15.9,22.0,75.9,68.0,0.01,999.9,0,740
1,2013,08,05,2013-08-05,68.1,54.5,1013.3,10.0,12.2,15.9,24.1,75.9,60.1,0.0,999.9,0,545
1,2013,09,09,2013-09-09,59.8,42.5,1021.4,10.0,8.2,15.9,22.0,75.9,50.0,0.0,999.9,0,632
2,2020,08,18,2020-08-18,68.3,62.8,1010.9,9.6,8.5,15.9,22.0,75.9,57.9,0.42,999.9,0,311
4,2015,07,09,2015-07-09,69.1,61.2,1014.2,8.5,9.8,15.9,22.0,75.9,66.0,0.0,999.9,0,567
1,2016,07,18,2016-07-18,71.1,69.0,1018.1,4.1,10.1,15.9,24.1,75.9,66.0,0.0,999.9,1,725
5,2018,12,07,2018-12-07,38.0,22.5,1022.0,9.8,11.0,15.9,22.0,42.1,27.0,0.0,999.9,0,705
7,2019,03,03,2019-03-03,34.5,29.2,1018.5,10.0,5.7,15.9,999.9,42.1,26.1,0.73,999.9,0,503
3,2016,12,14,2016-12-14,41.2,31.1,1013.7,9.8,8.2,15.9,22.0,44.1,35.1,0.0,999.9,0,689
2,2014,12,30,2014-12-30,32.1,15.4,1024.3,10.0,11.9,15.9,25.1,44.1,27.0,0.0,999.9,0,469
2,2018,10,30,2018-10-30,47.9,35.4,1013.2,10.0,9.8,15.9,26.0,60.1,45.0,0.1,999.9,0,721
4,2020,05,14,2020-05-14,51.6,37.5,1024.1,10.0,11.0,15.9,22.9,60.1,39.9,0.0,999.9,0,171
3,2015,12,23,2015-12-23,53.5,51.2,1022.8,3.9,8.3,15.9,20.0,60.1,46.0,0.13,999.9,1,805
4,2016,03,10,2016-03-10,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41.0,0.0,999.9,0,629
6,2013,05,11,2013-05-11,56.2,53.1,1013.1,3.7,9.4,15.9,22.9,62.1,52.0,0.0,999.9,1,523
7,2015,11,01,2015-11-01,57.0,49.8,1016.1,9.9,8.7,15.9,999.9,62.1,52.0,0.0,999.9,0,312
7,2013,10,20,2013-10-20,58.3,47.4,1010.3,10.0,9.4,15.9,21.0,62.1,46.9,0.05,999.9,0,490
6,2015,02,07,2015-02-07,27.4,16.0,1019.2,9.5,10.3,15.9,999.9,33.1,10.9,0.0,999.9,0,449
3,2013,01,02,2013-01-02,27.5,12.1,1013.4,10.0,12.4,15.9,25.1,33.1,21.9,0.0,999.9,0,480
5,2019,03,29,2019-03-29,44.4,40.2,1022.1,10.0,11.7,15.9,999.9,51.1,28.0,0.0,999.9,0,563
5,2017,03,03,2017-03-03,33.2,8.8,1018.3,10.0,11.8,15.9,25.1,51.1,28.0,0.0,999.9,0,745
7,2014,12,28,2014-12-28,47.0,43.2,1014.0,9.5,10.7,15.9,22.0,51.1,37.9,0.01,999.9,0,349
2,2013,04,16,2013-04-16,46.0,40.5,1028.7,10.0,9.3,15.9,999.9,53.1,37.9,0.0,999.9,0,564
6,2014,05,03,2014-05-03,54.0,39.5,9999.9,9.5,6.8,15.9,21.0,66.2,35.6,0.0,999.9,0,590
6,2014,03,01,2014-03-01,19.8,8.7,9999.9,10.0,5.0,15.9,20.0,35.6,5.0,0.0,999.9,0,497
1,2014,04,28,2014-04-28,44.9,36.7,9999.9,10.0,9.3,15.9,27.0,53.6,37.4,0.0,999.9,0,597
6,2014,04,05,2014-04-05,45.0,39.9,9999.9,7.1,9.2,15.9,26.0,53.6,39.2,99.99,999.9,0,580
2,2014,07,15,2014-07-15,71.4,69.1,1011.6,5.8,13.1,15.9,22.0,75.2,68.0,0.0,999.9,1,587
5,2012,09,21,2012-09-21,64.7,53.7,1018.9,10.0,4.7,16.9,22.0,73.0,51.8,0.0,999.9,0,654
6,2012,09,01,2012-09-01,81.6,61.3,1014.6,9.9,4.7,16.9,22.9,90.0,62.6,0.0,999.9,0,515
1,2012,11,26,2012-11-26,40.3,19.7,1017.3,10.0,4.9,16.9,23.9,46.9,36.0,0.0,999.9,0,563
3,2012,09,05,2012-09-05,75.2,71.5,1009.7,6.7,5.4,16.9,22.9,80.1,71.1,0.13,999.9,0,601
6,2012,08,11,2012-08-11,77.7,71.5,1010.2,7.8,6.9,16.9,28.0,87.1,71.1,1.1,999.9,0,507
4,2012,09,27,2012-09-27,69.0,60.4,1019.4,8.7,1.8,16.9,20.0,73.9,55.4,0.01,999.9,0,620
7,2012,09,09,2012-09-09,68.4,57.3,1009.6,9.5,3.0,16.9,21.0,75.9,60.8,0.04,999.9,0,464
6,2012,11,17,2012-11-17,43.6,27.9,1034.8,10.0,4.7,16.9,22.0,51.1,39.0,0.0,999.9,0,542
7,2012,10,07,2012-10-07,52.5,42.3,1017.4,9.3,2.0,16.9,23.9,66.2,48.0,0.04,999.9,0,481
1,2012,11,19,2012-11-19,43.0,34.8,1032.3,10.0,6.3,16.9,22.9,53.6,37.9,0.0,999.9,0,585
3,2012,11,21,2012-11-21,46.5,32.7,1021.7,10.0,4.2,16.9,22.0,53.6,41.0,0.0,999.9,0,689
3,2014,02,12,2014-02-12,23.7,10.0,1030.8,10.0,10.5,17.1,25.1,30.0,17.6,0.0,999.9,0,640
6,2015,01,10,2015-01-10,26.9,10.0,1025.0,10.0,10.2,17.1,22.0,30.0,21.9,0.0,999.9,0,481
3,2014,01,08,2014-01-08,18.2,5.0,1028.1,10.0,12.0,17.1,26.0,34.0,12.0,0.0,999.9,0,616
7,2013,02,03,2013-02-03,30.7,24.5,1012.0,8.2,9.8,17.1,22.9,36.0,25.0,0.01,999.9,0,445
6,2017,01,21,2017-01-21,42.3,37.5,1011.3,6.7,7.5,17.1,20.0,46.0,37.0,0.0,999.9,1,475
4,2020,12,10,2020-12-10,40.8,31.9,1012.6,10.0,10.0,17.1,22.9,48.0,30.0,0.12,999.9,0,311
1,2019,03,25,2019-03-25,42.5,32.5,1016.8,9.8,11.0,17.1,999.9,48.0,32.0,0.0,999.9,0,526
5,2013,04,05,2013-04-05,42.9,38.5,1014.7,8.7,8.0,17.1,22.0,48.0,39.0,0.01,999.9,0,582
6,2020,10,31,2020-10-31,44.9,27.5,1032.2,10.0,6.7,17.1,25.1,48.0,39.0,0.0,999.9,0,334
